,context
323,"Môn học được gọi là Quản trị tài chính doanh nghiệp, có mã là EC333. Nội dung môn học tập trung cung cấp những khái niệm, nguyên tắc và kỹ thuật cơ bản của lĩnh vực quản trị tài chính. Đồng thời, môn học nhấn mạnh vào ứng dụng các nguyên tắc này trong quá trình ra quyết định của giám đốc tài chính, đặc biệt là liên quan đến các quyết định về đầu tư, tài trợ và cổ tức. Sinh viên sẽ được tiếp cận với những vấn đề thiết yếu mà giám đốc tài chính thường gặp phải trong doanh nghiệp. Những chủ đề trọng tâm gồm có: bất đối xứng thông tin, ra quyết định đầu tư trong bối cảnh rủi ro, cấu trúc vốn, trả cổ tức, phân tích báo cáo tài chính, lập kế hoạch và dự báo tài chính, đánh giá dự án để đưa ra quyết định đầu tư dài hạn, cũng như lựa chọn nguồn tài trợ phù hợp để đáp ứng nhu cầu huy động vốn."
324,"Môn học CE323 là môn Kỹ thuật thiết kế mạch in. Nội dung môn học bao gồm các phương pháp thiết kế schematic, netlist, phương pháp đặt thiết bị và kết nối cho mạch điện tử đơn giản và phức tạp, một số phương pháp thiết kế mạch in trong thương mại, lập kế hoạch cho một thiết kế, và thực hành thiết kế mạch in cho mạch điện tử cụ thể."
325,"Môn học CS110 về Nhập môn công nghệ tri thức & máy học cung cấp kiến thức cơ bản về lĩnh vực này. Nội dung chính bao gồm khái niệm và quy trình của công nghệ tri thức, các ứng dụng của công nghệ tri thức, cũng như khái niệm về máy học và một số vấn đề, phương pháp và kỹ thuật cơ bản trong máy học."
326,"Môn học CE341 về Lập trình nhúng trên thiết bị di động tập trung vào việc cung cấp kiến thức về lập trình nhúng trên các thiết bị di động để giải quyết các vấn đề liên quan đến công suất tiêu thụ, tối ưu bộ nhớ xử lý, tiết kiệm bộ nhớ lưu trữ, thiết lập kết nối truyền thông và bảo mật thông tin. Môn học này giúp sinh viên phát triển kỹ năng phân tích, thiết kế và thực hiện ứng dụng trên các thiết bị di động nhỏ gọn sử dụng kỹ thuật lập trình nhúng. Nội dung môn học bao gồm: giới thiệu về tính toán di động, tính toán cảm ngữ cảnh, các phương pháp lập trình nhúng nâng cao như đa luồng, đa hành vi, kết nối cơ sở dữ liệu nhúng, phân tích và đánh giá giải thuật nhúng trên thiết bị di động liên quan đến yêu cầu thực tiễn của ứng dụng về công suất tiêu thụ, tối ưu bộ nhớ xử lý, tiết kiệm bộ nhớ lưu trữ, thiết lập kết nối truyền thông và bảo mật thông tin, và thực hành thiết kế một ứng dụng nhúng trên thiết bị di động sử dụng các lõi phần cứng như ARM, DSP, Tiny SoC."
327,"Môn học Kỹ thuật Phân tích có mã môn SE357. Đây là môn chuyên ngành thuộc khối Công nghệ Phần mềm, được thiết kế để cung cấp cho sinh viên những kiến thức nền tảng về:- Yêu cầu của phần mềm và tác động của chúng đến toàn bộ quy trình xây dựng phần mềm.- Các kỹ thuật xác định và thu thập yêu cầu phần mềm.- Quy trình phân tích và đánh giá chất lượng của các yêu cầu phần mềm.- Kỹ năng thực hành trong việc khai thác và thu thập yêu cầu cho các dự án phần mềm."
328,"Môn học CS117 là môn Tư duy tính toán. Tóm tắt nội dung môn học như sau: Môn học cung cấp kiến thức cơ bản và kỹ năng áp dụng các phương pháp tư duy, suy luận logic trong việc giải quyết các bài toán, bao gồm: tư duy thuật toán, tư duy phân rã, tư duy khái quát hóa, tư duy trừu tượng và tư duy đánh giá định lượng."
329,"Môn An toàn mạng máy tính có mã NT101, chuyên sâu vào các chủ đề sau: Những nguyên tắc cơ bản về bảo mật mạng máy tính, Thiết lập một tổ chức an toàn, quản lý quyền truy cập và kiểm soát truy cập, Các biện pháp ngăn chặn tấn công hệ thống, bảo vệ khỏi các cuộc tấn công botnet, Các vấn đề bảo mật mạng liên quan đến phần mềm độc hại, Bảo mật mạng Windows và Unix/Linux, Bảo mật mạng truyền dẫn, LAN, mạng không dây và mạng di động"
330,Môn học CE338 là môn học về Hệ thống thời gian thực. Nội dung môn học tóm tắt như sau: Cung cấp kiến thức cơ bản về hệ thống số bao gồm: - Giới thiệu về hệ thống thời gian thực - Định thời trong hệ thời gian thực - Thiết kế hệ thời gian thực.
331,"Môn Ngôn ngữ lập trình Java có mã môn học là SE330, cung cấp các kiến thức nền tảng về ngôn ngữ Java, lập trình giao diện người dùng thông qua AWT (Abstract Window Toolkit), lập trình đa luồng (Multithreading) và lập trình cơ sở dữ liệu. Môn học này cũng trang bị cho sinh viên các công cụ hữu ích trong lập trình Java."
332,"Môn **Khoa học máy tính rời rạc nâng cao** (Mã môn: CS521) cung cấp kiến thức chuyên sâu về lý thuyết đồ thị, bao gồm:
- Các tính chất của đồ thị: đồ thị Euler, đồ thị Hamilton, cây, cây đỏ đen, cây Huffman
- Ứng dụng của các tính chất này trong việc triển khai các thuật toán trên đồ thị
- Giới thiệu bài toán ghép đôi và lý thuyết mã"
333,"Môn học Nhập môn ẩn thông tin và ứng dụng được ký hiệu là IE406. Nội dung của môn học tập trung vào lĩnh vực nghiên cứu ẩn thông tin để giải quyết hiệu quả các vấn đề liên quan đến an toàn thông tin trên dữ liệu số hóa, đặc biệt là trong bối cảnh an toàn và bảo mật đang trở nên cấp thiết tại Việt Nam và thế giới. Học phần cung cấp kiến thức cơ bản về ẩn thông tin, bao gồm các phương pháp nhúng và trích xuất thông tin, kỹ thuật phân tích và phát hiện thông tin, ứng dụng thực tế của ẩn thông tin trong bảo vệ bản quyền, xác thực nội dung, dò tìm, giám sát, kiểm soát sao chép, v.v. Qua đó, môn học cũng giới thiệu định hướng nghiên cứu và ứng dụng ẩn thông tin trong tương lai."
334,Môn học CS324 về Máy học trong xử lý ngôn ngữ tự nhiên nhằm cung cấp cho sinh viên kiến thức về các phương pháp máy học thường được sử dụng trong lĩnh vực này.
335,"Môn Công nghệ Java được mã hóa thành IE303, đề cập đến những nội dung chính như sau: Được tạo lập để trang bị nền tảng kiến thức vững chắc về Công nghệ Java cho sinh viên, đồng thời cho phép họ thành thạo những công nghệ như Java SE, Servlet, JSP và Enterprise Java Beans,... nhằm hỗ trợ xây dựng những ứng dụng Enterprise một cách chuyên nghiệp."
336,"Môn học Anh văn 3 có mã số môn học là ENG03. Mô tả tóm tắt của môn học như sau: Gồm 12 bài học (Units 01 – 12), mỗi bài học đều có hướng dẫn các nội dung kiểm tra trong bài thi TOEIC như ngữ pháp, từ vựng, nghe nói và viết. Sinh viên được thực hiện bài thi thử TOEIC và hướng dẫn cách làm bài hiệu quả."
337,"Môn học Robot công nghiệp có mã môn học là CE304. Tóm tắt nội dung môn học như sau: Môn này giới thiệu cho sinh viên khái niệm về thiết kế máy Robot trong các hệ tự động hóa. Sinh viên sẽ được học về kiến thức cơ bản về robot công nghiệp, nguyên lý cấu tạo và cấu trúc cơ bản thông thường, phạm vi ứng dụng và sử dụng phổ biến trong thực tế, cũng như yêu cầu cơ bản trong thiết kế và sử dụng robot công nghiệp."
338,"Môn học CE121 là môn Lý thuyết mạch điện. Tóm tắt nội dung môn học như sau: ▪ Môn học này trình bày các khái niệm cơ bản về mạch điện; các loại mạch điện và phép biến đổi tương đương; mối tương quan giữa dòng áp trên các phần tử mạch điện;▪ Môn học cũng giới thiệu phương pháp phân tích và giải mạch ở miền tần số, miền thời gian.▪ Cụ thể sẽ gồm các nội dung sau:o Các khái niệm cơ bản về mạch điệno Phân tích mạch ở chế độ xác lập điều hòao Các phương pháp phân tích mạcho Phân tích mạch miền thời giano Phân tích mạch miền tần sốo Thực hành phân tích một số mạch điện cơ bản"
339,"Môn học CS111 về Nguyên lý và phương pháp lập trình cung cấp kiến thức cơ bản về ngôn ngữ lập trình, cách xây dựng ngôn ngữ lập trình và quan điểm của người thiết kế ngôn ngữ. Ngoài ra, môn học cũng giúp sinh viên hiểu về cơ chế hoạt động và xử lý của các thành phần trong một ngôn ngữ lập trình cụ thể, các mô thức lập trình và cách chọn mô thức lập trình phù hợp để giải quyết các bài toán trên máy tính một cách hiệu quả."
340,"Môn học Khoa học Dữ liệu với mã DS201 có trọng tâm là Học sâu. Nội dung chính của môn học này tập trung vào việc ứng dụng học sâu vào khoa học dữ liệu. Nội dung gồm các chủ đề như giới thiệu về học sâu, các cách ứng dụng học sâu trong khoa học dữ liệu, sử dụng học sâu để biểu diễn dữ liệu có cấu trúc và phi cấu trúc (như văn bản, hình ảnh, dữ liệu chuỗi thời gian). Ngoài ra, môn học còn trình bày các phương pháp học sâu có giám sát, các mạng học sâu tiêu biểu (mạng tích chập, mạng hồi quy), lý thuyết và kinh nghiệm trong việc huấn luyện các mô hình học sâu (bao gồm tối ưu hóa bằng phương pháp đạo hàm giảm dần). Cuối cùng, môn học trình bày các ví dụ ứng dụng học sâu trong khoa học dữ liệu, tập trung vào phân tích văn bản, dự báo chuỗi thời gian và xử lý hình ảnh."
341,"Môn học CE124 là môn học về thiết bị và mạch điện tử. Nội dung môn học bao gồm các khái niệm cơ bản về mạch điện tử, các loại mạch khuếch đại, mạch lọc, mạch so sánh, mạch tạo dao động và các phép biến đổi tương đương mạch. Môn học cũng giới thiệu các đặc tuyến của từng loại linh kiện và ảnh hưởng của từng phân tử trong chế độ DC, AC. Về thực hành, môn học này giới thiệu cách lắp ghép các linh kiện điện tử để tạo thành các mạch điện tử cơ bản và mạch điện tử ứng dụng. Ngoài ra, thực hành còn bao gồm thiết kế và mô phỏng mạch điện tử, thiết kế PCB và làm mạch in, cũng như tìm hiểu các công cụ hỗ trợ về điện - điện tử như VOM, DMM, Oscilloscope."
342,"Môn học CE222 là môn Thiết kế vi mạch số. Tóm tắt nội dung môn học như sau: Môn học này cung cấp kiến thức cơ bản về thiết kế vi mạch cho sinh viên. Ngoài ra, môn học cũng cung cấp kiến thức chuyên sâu về công nghệ CMOS, công nghệ chủ đạo trong thiết kế vi mạch hiện nay. Sinh viên cũng sẽ được trang bị phương pháp phân tích chức năng, định thời, mô hình hóa và tối ưu hóa thiết kế."
